"Country or Area","Year(s)","Variant","Value"
"Sint Maarten (Dutch part)","2090-2095","Medium",""
"Sint Maarten (Dutch part)","2085-2090","Medium",""
"Sint Maarten (Dutch part)","2080-2085","Medium",""
"Sint Maarten (Dutch part)","2075-2080","Medium",""
"Sint Maarten (Dutch part)","2070-2075","Medium",""
"Sint Maarten (Dutch part)","2065-2070","Medium",""
"Sint Maarten (Dutch part)","2060-2065","Medium",""
"Sint Maarten (Dutch part)","2055-2060","Medium",""
"Sint Maarten (Dutch part)","2050-2055","Medium",""
"Sint Maarten (Dutch part)","2045-2050","Medium",""
"Sint Maarten (Dutch part)","2040-2045","Medium",""
"Sint Maarten (Dutch part)","2035-2040","Medium",""
"Sint Maarten (Dutch part)","2030-2035","Medium",""
"Sint Maarten (Dutch part)","2025-2030","Medium",""
"Sint Maarten (Dutch part)","2020-2025","Medium",""
"Sint Maarten (Dutch part)","2015-2020","Medium",""
"Sint Maarten (Dutch part)","2010-2015","Medium",""
"Sint Maarten (Dutch part)","2005-2010","Medium",""
"Sint Maarten (Dutch part)","2000-2005","Medium",""
"Sint Maarten (Dutch part)","1995-2000","Medium",""
"Sint Maarten (Dutch part)","1990-1995","Medium",""
"Sint Maarten (Dutch part)","1985-1990","Medium",""
"Sint Maarten (Dutch part)","1980-1985","Medium",""
"Sint Maarten (Dutch part)","1975-1980","Medium",""
"Sint Maarten (Dutch part)","1970-1975","Medium",""
"Sint Maarten (Dutch part)","1965-1970","Medium",""
"Sint Maarten (Dutch part)","1960-1965","Medium",""
"Sint Maarten (Dutch part)","1955-1960","Medium",""
"Sint Maarten (Dutch part)","1950-1955","Medium",""
"Slovakia","2095-2100","Medium","1.583"
"Slovakia","2090-2095","Medium","1.657"
"Slovakia","2085-2090","Medium","1.736"
"Slovakia","2080-2085","Medium","1.824"
"Slovakia","2075-2080","Medium","1.92"
"Slovakia","2070-2075","Medium","2.021"
"Slovakia","2065-2070","Medium","2.138"
"Slovakia","2060-2065","Medium","2.274"
"Slovakia","2055-2060","Medium","2.438"
"Slovakia","2050-2055","Medium","2.637"
"Slovakia","2045-2050","Medium","2.883"
"Slovakia","2040-2045","Medium","3.167"
"Slovakia","2035-2040","Medium","3.504"
"Slovakia","2030-2035","Medium","3.898"
"Slovakia","2025-2030","Medium","4.357"
"Slovakia","2020-2025","Medium","4.905"
"Slovakia","2015-2020","Medium","5.685"
"Slovakia","2010-2015","Medium","6.54"
"Slovakia","2005-2010","Medium","7.547"
"Slovakia","2000-2005","Medium","8.902"
"Slovakia","1995-2000","Medium","10.861"
"Slovakia","1990-1995","Medium","13.519"
"Slovakia","1985-1990","Medium","16.165"
"Slovakia","1980-1985","Medium","20.446"
"Slovakia","1975-1980","Medium","25.396"
"Slovakia","1970-1975","Medium","28.735"
"Slovakia","1965-1970","Medium","30.535"
"Slovakia","1960-1965","Medium","31.931"
"Slovakia","1955-1960","Medium","45.711"
"Slovakia","1950-1955","Medium","86.237"
"Slovenia","2095-2100","Medium","0.412"
"Slovenia","2090-2095","Medium","0.455"
"Slovenia","2085-2090","Medium","0.501"
"Slovenia","2080-2085","Medium","0.552"
"Slovenia","2075-2080","Medium","0.607"
"Slovenia","2070-2075","Medium","0.667"
"Slovenia","2065-2070","Medium","0.735"
"Slovenia","2060-2065","Medium","0.811"
"Slovenia","2055-2060","Medium","0.894"
"Slovenia","2050-2055","Medium","0.989"
"Slovenia","2045-2050","Medium","1.1"
"Slovenia","2040-2045","Medium","1.225"
"Slovenia","2035-2040","Medium","1.374"
"Slovenia","2030-2035","Medium","1.552"
"Slovenia","2025-2030","Medium","1.783"
"Slovenia","2020-2025","Medium","2.085"
"Slovenia","2015-2020","Medium","2.202"
"Slovenia","2010-2015","Medium","2.84"
"Slovenia","2005-2010","Medium","3.952"
"Slovenia","2000-2005","Medium","4.862"
"Slovenia","1995-2000","Medium","6.028"
"Slovenia","1990-1995","Medium","8.831"
"Slovenia","1985-1990","Medium","12.15"
"Slovenia","1980-1985","Medium","15.75"
"Slovenia","1975-1980","Medium","16.241"
"Slovenia","1970-1975","Medium","18.585"
"Slovenia","1965-1970","Medium","19.992"
"Slovenia","1960-1965","Medium","20.071"
"Slovenia","1955-1960","Medium","22.956"
"Slovenia","1950-1955","Medium","28.689"
"Small Island Developing States (SIDS)","2095-2100","Medium","10.778"
"Small Island Developing States (SIDS)","2090-2095","Medium","11.442"
"Small Island Developing States (SIDS)","2085-2090","Medium","12.169"
"Small Island Developing States (SIDS)","2080-2085","Medium","12.968"
"Small Island Developing States (SIDS)","2075-2080","Medium","13.874"
"Small Island Developing States (SIDS)","2070-2075","Medium","14.898"
"Small Island Developing States (SIDS)","2065-2070","Medium","16.059"
"Small Island Developing States (SIDS)","2060-2065","Medium","17.351"
"Small Island Developing States (SIDS)","2055-2060","Medium","18.831"
"Small Island Developing States (SIDS)","2050-2055","Medium","20.593"
"Small Island Developing States (SIDS)","2045-2050","Medium","22.586"
"Small Island Developing States (SIDS)","2040-2045","Medium","24.878"
"Small Island Developing States (SIDS)","2035-2040","Medium","27.433"
"Small Island Developing States (SIDS)","2030-2035","Medium","30.372"
"Small Island Developing States (SIDS)","2025-2030","Medium","33.882"
"Small Island Developing States (SIDS)","2020-2025","Medium","37.938"
"Small Island Developing States (SIDS)","2015-2020","Medium","42.339"
"Small Island Developing States (SIDS)","2010-2015","Medium","47.072"
"Small Island Developing States (SIDS)","2005-2010","Medium","51.571"
"Small Island Developing States (SIDS)","2000-2005","Medium","56.283"
"Small Island Developing States (SIDS)","1995-2000","Medium","62.135"
"Small Island Developing States (SIDS)","1990-1995","Medium","69.788"
"Small Island Developing States (SIDS)","1985-1990","Medium","77.811"
"Small Island Developing States (SIDS)","1980-1985","Medium","89.768"
"Small Island Developing States (SIDS)","1975-1980","Medium","99.596"
"Small Island Developing States (SIDS)","1970-1975","Medium","108.958"
"Small Island Developing States (SIDS)","1965-1970","Medium","124.155"
"Small Island Developing States (SIDS)","1960-1965","Medium","139.65"
"Small Island Developing States (SIDS)","1955-1960","Medium","163.341"
"Small Island Developing States (SIDS)","1950-1955","Medium","188.918"
"Solomon Islands","2095-2100","Medium","5.192"
"Solomon Islands","2090-2095","Medium","5.432"
"Solomon Islands","2085-2090","Medium","5.783"
"Solomon Islands","2080-2085","Medium","6.169"
"Solomon Islands","2075-2080","Medium","6.607"
"Solomon Islands","2070-2075","Medium","7.087"
"Solomon Islands","2065-2070","Medium","7.677"
"Solomon Islands","2060-2065","Medium","8.365"
"Solomon Islands","2055-2060","Medium","9.133"
"Solomon Islands","2050-2055","Medium","10.001"
"Solomon Islands","2045-2050","Medium","11.003"
"Solomon Islands","2040-2045","Medium","12.128"
"Solomon Islands","2035-2040","Medium","13.359"
"Solomon Islands","2030-2035","Medium","14.757"
"Solomon Islands","2025-2030","Medium","16.367"
"Solomon Islands","2020-2025","Medium","18.114"
"Solomon Islands","2015-2020","Medium","20.123"
"Solomon Islands","2010-2015","Medium","23.781"
"Solomon Islands","2005-2010","Medium","27.341"
"Solomon Islands","2000-2005","Medium","29.44"
"Solomon Islands","1995-2000","Medium","31.75"
"Solomon Islands","1990-1995","Medium","35.822"
"Solomon Islands","1985-1990","Medium","40.901"
"Solomon Islands","1980-1985","Medium","47.989"
"Solomon Islands","1975-1980","Medium","61.86"
"Solomon Islands","1970-1975","Medium","87.536"
"Solomon Islands","1965-1970","Medium","124.531"
"Solomon Islands","1960-1965","Medium","164.6"
"Solomon Islands","1955-1960","Medium","207.363"
"Solomon Islands","1950-1955","Medium","253.927"
"Somalia","2095-2100","Medium","27.884"
"Somalia","2090-2095","Medium","30.17"
"Somalia","2085-2090","Medium","32.715"
"Somalia","2080-2085","Medium","35.637"
"Somalia","2075-2080","Medium","38.89"
"Somalia","2070-2075","Medium","42.4"
"Somalia","2065-2070","Medium","46.352"
"Somalia","2060-2065","Medium","50.659"
"Somalia","2055-2060","Medium","55.43"
"Somalia","2050-2055","Medium","60.674"
"Somalia","2045-2050","Medium","66.517"
"Somalia","2040-2045","Medium","72.621"
"Somalia","2035-2040","Medium","79.554"
"Somalia","2030-2035","Medium","87.21"
"Somalia","2025-2030","Medium","95.582"
"Somalia","2020-2025","Medium","104.612"
"Somalia","2015-2020","Medium","115.067"
"Somalia","2010-2015","Medium","131.204"
"Somalia","2005-2010","Medium","146.976"
"Somalia","2000-2005","Medium","160.593"
"Somalia","1995-2000","Medium","176.168"
"Somalia","1990-1995","Medium","221.751"
"Somalia","1985-1990","Medium","210.472"
"Somalia","1980-1985","Medium","219.009"
"Somalia","1975-1980","Medium","234.943"
"Somalia","1970-1975","Medium","253.003"
"Somalia","1965-1970","Medium","270.593"
"Somalia","1960-1965","Medium","291.128"
"Somalia","1955-1960","Medium","311.887"
"Somalia","1950-1955","Medium","334.209"
"South Africa","2095-2100","Medium","9.779"
"South Africa","2090-2095","Medium","10.463"
"South Africa","2085-2090","Medium","11.159"
"South Africa","2080-2085","Medium","11.831"
"South Africa","2075-2080","Medium","12.578"
"South Africa","2070-2075","Medium","13.431"
"South Africa","2065-2070","Medium","14.345"
"South Africa","2060-2065","Medium","15.377"
"South Africa","2055-2060","Medium","16.552"
"South Africa","2050-2055","Medium","17.896"
"South Africa","2045-2050","Medium","19.357"
"South Africa","2040-2045","Medium","21.073"
"South Africa","2035-2040","Medium","23.031"
"South Africa","2030-2035","Medium","25.231"
"South Africa","2025-2030","Medium","27.756"
"South Africa","2020-2025","Medium","30.669"
"South Africa","2015-2020","Medium","35.451"
"South Africa","2010-2015","Medium","43.218"
"South Africa","2005-2010","Medium","67.092"
"South Africa","2000-2005","Medium","77.45"
"South Africa","1995-2000","Medium","66.439"
"South Africa","1990-1995","Medium","57.39"
"South Africa","1985-1990","Medium","64.231"
"South Africa","1980-1985","Medium","80.643"
"South Africa","1975-1980","Medium","104.524"
"South Africa","1970-1975","Medium","135.282"
"South Africa","1965-1970","Medium","161.516"
"South Africa","1960-1965","Medium","180.44"
"South Africa","1955-1960","Medium","198.903"
"South Africa","1950-1955","Medium","227.669"
"South America","2095-2100","Medium","3.559"
"South America","2090-2095","Medium","3.807"
"South America","2085-2090","Medium","4.078"
"South America","2080-2085","Medium","4.384"
"South America","2075-2080","Medium","4.727"
"South America","2070-2075","Medium","5.111"
"South America","2065-2070","Medium","5.549"
"South America","2060-2065","Medium","6.053"
"South America","2055-2060","Medium","6.621"
"South America","2050-2055","Medium","7.288"
"South America","2045-2050","Medium","8.102"
"South America","2040-2045","Medium","9.078"
"South America","2035-2040","Medium","10.243"
"South America","2030-2035","Medium","11.595"
"South America","2025-2030","Medium","13.185"
"South America","2020-2025","Medium","15.215"
"South America","2015-2020","Medium","17.333"
"South America","2010-2015","Medium","18.753"
"South America","2005-2010","Medium","23.499"
"South America","2000-2005","Medium","30.764"
"South America","1995-2000","Medium","38.05"
"South America","1990-1995","Medium","47.438"
"South America","1985-1990","Medium","60.864"
"South America","1980-1985","Medium","77.362"
"South America","1975-1980","Medium","93.736"
"South America","1970-1975","Medium","109.699"
"South America","1965-1970","Medium","127.966"
"South America","1960-1965","Medium","145.222"
"South America","1955-1960","Medium","163.082"
"South America","1950-1955","Medium","180.144"
"South Sudan","2095-2100","Medium","28.181"
"South Sudan","2090-2095","Medium","30.199"
"South Sudan","2085-2090","Medium","32.464"
"South Sudan","2080-2085","Medium","34.947"
"South Sudan","2075-2080","Medium","37.635"
"South Sudan","2070-2075","Medium","40.6"
"South Sudan","2065-2070","Medium","43.832"
"South Sudan","2060-2065","Medium","47.38"
"South Sudan","2055-2060","Medium","51.149"
"South Sudan","2050-2055","Medium","55.339"
"South Sudan","2045-2050","Medium","59.819"
"South Sudan","2040-2045","Medium","64.608"
"South Sudan","2035-2040","Medium","69.97"
"South Sudan","2030-2035","Medium","75.928"
"South Sudan","2025-2030","Medium","82.531"
"South Sudan","2020-2025","Medium","89.832"
"South Sudan","2015-2020","Medium","98.523"
"South Sudan","2010-2015","Medium","100.183"
"South Sudan","2005-2010","Medium","125.547"
"South Sudan","2000-2005","Medium","164.817"
"South Sudan","1995-2000","Medium","189.463"
"South Sudan","1990-1995","Medium","219.317"
"South Sudan","1985-1990","Medium","252.815"
"South Sudan","1980-1985","Medium","275.875"
"South Sudan","1975-1980","Medium","283.982"
"South Sudan","1970-1975","Medium","304.17"
"South Sudan","1965-1970","Medium","323.149"
"South Sudan","1960-1965","Medium","347.523"
"South Sudan","1955-1960","Medium","372.586"
"South Sudan","1950-1955","Medium","406.337"
"South-Eastern Asia","2095-2100","Medium","6.553"
"South-Eastern Asia","2090-2095","Medium","6.873"
"South-Eastern Asia","2085-2090","Medium","7.239"
"South-Eastern Asia","2080-2085","Medium","7.651"
"South-Eastern Asia","2075-2080","Medium","8.101"
"South-Eastern Asia","2070-2075","Medium","8.618"
"South-Eastern Asia","2065-2070","Medium","9.202"
"South-Eastern Asia","2060-2065","Medium","9.892"
"South-Eastern Asia","2055-2060","Medium","10.68"
"South-Eastern Asia","2050-2055","Medium","11.601"
"South-Eastern Asia","2045-2050","Medium","12.705"
"South-Eastern Asia","2040-2045","Medium","13.993"
"South-Eastern Asia","2035-2040","Medium","15.541"
"South-Eastern Asia","2030-2035","Medium","17.362"
"South-Eastern Asia","2025-2030","Medium","19.539"
"South-Eastern Asia","2020-2025","Medium","22.072"
"South-Eastern Asia","2015-2020","Medium","25.336"
"South-Eastern Asia","2010-2015","Medium","29.629"
"South-Eastern Asia","2005-2010","Medium","35.778"
"South-Eastern Asia","2000-2005","Medium","44.275"
"South-Eastern Asia","1995-2000","Medium","53.001"
"South-Eastern Asia","1990-1995","Medium","64.068"
"South-Eastern Asia","1985-1990","Medium","77.914"
"South-Eastern Asia","1980-1985","Medium","94.545"
"South-Eastern Asia","1975-1980","Medium","113.79"
"South-Eastern Asia","1970-1975","Medium","123.41"
"South-Eastern Asia","1965-1970","Medium","141.614"
"South-Eastern Asia","1960-1965","Medium","165.968"
"South-Eastern Asia","1955-1960","Medium","192.504"
"South-Eastern Asia","1950-1955","Medium","227.592"
"Southern Africa","2095-2100","Medium","9.901"
"Southern Africa","2090-2095","Medium","10.6"
"Southern Africa","2085-2090","Medium","11.322"
"Southern Africa","2080-2085","Medium","12.037"
"Southern Africa","2075-2080","Medium","12.839"
"Southern Africa","2070-2075","Medium","13.747"
"Southern Africa","2065-2070","Medium","14.734"
"Southern Africa","2060-2065","Medium","15.853"
"Southern Africa","2055-2060","Medium","17.124"
"Southern Africa","2050-2055","Medium","18.571"
"Southern Africa","2045-2050","Medium","20.178"
"Southern Africa","2040-2045","Medium","22.063"
"Southern Africa","2035-2040","Medium","24.22"
"Southern Africa","2030-2035","Medium","26.679"
"Southern Africa","2025-2030","Medium","29.567"
"Southern Africa","2020-2025","Medium","33.017"
"Southern Africa","2015-2020","Medium","38.514"
"Southern Africa","2010-2015","Medium","46.415"
"Southern Africa","2005-2010","Medium","69.713"
"Southern Africa","2000-2005","Medium","81.123"
"Southern Africa","1995-2000","Medium","70.415"
"Southern Africa","1990-1995","Medium","60.049"
"Southern Africa","1985-1990","Medium","65.886"
"Southern Africa","1980-1985","Medium","82.622"
"Southern Africa","1975-1980","Medium","106.536"
"Southern Africa","1970-1975","Medium","136.684"
"Southern Africa","1965-1970","Medium","162.386"
"Southern Africa","1960-1965","Medium","181.088"
"Southern Africa","1955-1960","Medium","199.926"
"Southern Africa","1950-1955","Medium","228.54"
"Southern Asia","2095-2100","Medium","8.081"
"Southern Asia","2090-2095","Medium","8.783"
"Southern Asia","2085-2090","Medium","9.577"
"Southern Asia","2080-2085","Medium","10.478"
"Southern Asia","2075-2080","Medium","11.491"
"Southern Asia","2070-2075","Medium","12.622"
"Southern Asia","2065-2070","Medium","13.849"
"Southern Asia","2060-2065","Medium","15.227"
"Southern Asia","2055-2060","Medium","16.783"
"Southern Asia","2050-2055","Medium","18.625"
"Southern Asia","2045-2050","Medium","20.726"
"Southern Asia","2040-2045","Medium","23.088"
"Southern Asia","2035-2040","Medium","25.728"
"Southern Asia","2030-2035","Medium","28.868"
"Southern Asia","2025-2030","Medium","32.844"
"Southern Asia","2020-2025","Medium","37.902"
"Southern Asia","2015-2020","Medium","44.136"
"Southern Asia","2010-2015","Medium","53.268"
"Southern Asia","2005-2010","Medium","66.947"
"Southern Asia","2000-2005","Medium","82.197"
"Southern Asia","1995-2000","Medium","99.335"
"Southern Asia","1990-1995","Medium","116.105"
"Southern Asia","1985-1990","Medium","133.651"
"Southern Asia","1980-1985","Medium","153.955"
"Southern Asia","1975-1980","Medium","178.481"
"Southern Asia","1970-1975","Medium","204.755"
"Southern Asia","1965-1970","Medium","217.916"
"Southern Asia","1960-1965","Medium","234.402"
"Southern Asia","1955-1960","Medium","256.548"
"Southern Asia","1950-1955","Medium","282.779"
"Southern Europe","2095-2100","Medium","0.528"
"Southern Europe","2090-2095","Medium","0.589"
"Southern Europe","2085-2090","Medium","0.654"
"Southern Europe","2080-2085","Medium","0.727"
"Southern Europe","2075-2080","Medium","0.806"
"Southern Europe","2070-2075","Medium","0.896"
"Southern Europe","2065-2070","Medium","0.999"
"Southern Europe","2060-2065","Medium","1.119"
"Southern Europe","2055-2060","Medium","1.252"
"Southern Europe","2050-2055","Medium","1.403"
"Southern Europe","2045-2050","Medium","1.574"
"Southern Europe","2040-2045","Medium","1.775"
"Southern Europe","2035-2040","Medium","2.021"
"Southern Europe","2030-2035","Medium","2.326"
"Southern Europe","2025-2030","Medium","2.708"
"Southern Europe","2020-2025","Medium","3.172"
"Southern Europe","2015-2020","Medium","3.703"
"Southern Europe","2010-2015","Medium","4.267"
"Southern Europe","2005-2010","Medium","5.078"
"Southern Europe","2000-2005","Medium","6.538"
"Southern Europe","1995-2000","Medium","9.197"
"Southern Europe","1990-1995","Medium","12.315"
"Southern Europe","1985-1990","Medium","15.675"
"Southern Europe","1980-1985","Medium","20.237"
"Southern Europe","1975-1980","Medium","25.54"
"Southern Europe","1970-1975","Medium","34.902"
"Southern Europe","1965-1970","Medium","46.837"
"Southern Europe","1960-1965","Medium","60.996"
"Southern Europe","1955-1960","Medium","76.109"
"Southern Europe","1950-1955","Medium","95.943"
"Spain","2095-2100","Medium","0.381"
"Spain","2090-2095","Medium","0.433"
"Spain","2085-2090","Medium","0.488"
"Spain","2080-2085","Medium","0.55"
"Spain","2075-2080","Medium","0.618"
"Spain","2070-2075","Medium","0.695"
"Spain","2065-2070","Medium","0.778"
"Spain","2060-2065","Medium","0.872"
"Spain","2055-2060","Medium","0.979"
"Spain","2050-2055","Medium","1.101"
"Spain","2045-2050","Medium","1.244"
"Spain","2040-2045","Medium","1.407"
"Spain","2035-2040","Medium","1.601"
"Spain","2030-2035","Medium","1.825"
"Spain","2025-2030","Medium","2.1"
"Spain","2020-2025","Medium","2.439"
"Spain","2015-2020","Medium","2.848"
"Spain","2010-2015","Medium","3.481"
"Spain","2005-2010","Medium","4.123"
"Spain","2000-2005","Medium","4.953"
"Spain","1995-2000","Medium","6.134"
"Spain","1990-1995","Medium","8.158"
"Spain","1985-1990","Medium","10.1"
"Spain","1980-1985","Medium","12.886"
"Spain","1975-1980","Medium","18.243"
"Spain","1970-1975","Medium","26.226"
"Spain","1965-1970","Medium","36.852"
"Spain","1960-1965","Medium","48.485"
"Spain","1955-1960","Medium","61.408"
"Spain","1950-1955","Medium","82.105"
"Sri Lanka","2095-2100","Medium","2.497"
"Sri Lanka","2090-2095","Medium","2.601"
"Sri Lanka","2085-2090","Medium","2.708"
"Sri Lanka","2080-2085","Medium","2.822"
"Sri Lanka","2075-2080","Medium","2.947"
"Sri Lanka","2070-2075","Medium","3.085"
"Sri Lanka","2065-2070","Medium","3.24"
"Sri Lanka","2060-2065","Medium","3.422"
"Sri Lanka","2055-2060","Medium","3.64"
"Sri Lanka","2050-2055","Medium","3.908"
"Sri Lanka","2045-2050","Medium","4.245"
"Sri Lanka","2040-2045","Medium","4.654"
"Sri Lanka","2035-2040","Medium","5.15"
"Sri Lanka","2030-2035","Medium","5.733"
"Sri Lanka","2025-2030","Medium","6.449"
"Sri Lanka","2020-2025","Medium","7.32"
"Sri Lanka","2015-2020","Medium","8.594"
"Sri Lanka","2010-2015","Medium","10.062"
"Sri Lanka","2005-2010","Medium","11.793"
"Sri Lanka","2000-2005","Medium","13.84"
"Sri Lanka","1995-2000","Medium","20.553"
"Sri Lanka","1990-1995","Medium","25.637"
"Sri Lanka","1985-1990","Medium","32.039"
"Sri Lanka","1980-1985","Medium","40.293"
"Sri Lanka","1975-1980","Medium","50.881"
"Sri Lanka","1970-1975","Medium","64.931"
"Sri Lanka","1965-1970","Medium","79.324"
"Sri Lanka","1960-1965","Medium","94.858"
"Sri Lanka","1955-1960","Medium","116.355"
"Sri Lanka","1950-1955","Medium","144.097"
"State of Palestine","2095-2100","Medium","5.606"
"State of Palestine","2090-2095","Medium","5.988"
"State of Palestine","2085-2090","Medium","6.421"
"State of Palestine","2080-2085","Medium","6.898"
"State of Palestine","2075-2080","Medium","7.411"
"State of Palestine","2070-2075","Medium","7.978"
"State of Palestine","2065-2070","Medium","8.594"
"State of Palestine","2060-2065","Medium","9.251"
"State of Palestine","2055-2060","Medium","9.947"
"State of Palestine","2050-2055","Medium","10.713"
"State of Palestine","2045-2050","Medium","11.654"
"State of Palestine","2040-2045","Medium","12.659"
"State of Palestine","2035-2040","Medium","13.731"
"State of Palestine","2030-2035","Medium","15.04"
"State of Palestine","2025-2030","Medium","16.551"
"State of Palestine","2020-2025","Medium","18.328"
"State of Palestine","2015-2020","Medium","20.369"
"State of Palestine","2010-2015","Medium","22.623"
"State of Palestine","2005-2010","Medium","24.801"
"State of Palestine","2000-2005","Medium","28.159"
"State of Palestine","1995-2000","Medium","32.843"
"State of Palestine","1990-1995","Medium","39.981"
"State of Palestine","1985-1990","Medium","51.179"
"State of Palestine","1980-1985","Medium","68.504"
"State of Palestine","1975-1980","Medium","92.807"
"State of Palestine","1970-1975","Medium","116.348"
"State of Palestine","1965-1970","Medium","142.582"
"State of Palestine","1960-1965","Medium","170.977"
"State of Palestine","1955-1960","Medium","193.27"
"State of Palestine","1950-1955","Medium","209.843"
"Sub-Saharan Africa","2095-2100","Medium","19.171"
"Sub-Saharan Africa","2090-2095","Medium","20.271"
"Sub-Saharan Africa","2085-2090","Medium","21.467"
"Sub-Saharan Africa","2080-2085","Medium","22.824"
"Sub-Saharan Africa","2075-2080","Medium","24.34"
"Sub-Saharan Africa","2070-2075","Medium","26.042"
"Sub-Saharan Africa","2065-2070","Medium","27.962"
"Sub-Saharan Africa","2060-2065","Medium","30.197"
"Sub-Saharan Africa","2055-2060","Medium","32.748"
"Sub-Saharan Africa","2050-2055","Medium","35.701"
"Sub-Saharan Africa","2045-2050","Medium","39.134"
"Sub-Saharan Africa","2040-2045","Medium","43.19"
"Sub-Saharan Africa","2035-2040","Medium","47.926"
"Sub-Saharan Africa","2030-2035","Medium","53.486"
"Sub-Saharan Africa","2025-2030","Medium","60.023"
"Sub-Saharan Africa","2020-2025","Medium","67.836"
"Sub-Saharan Africa","2015-2020","Medium","77.704"
"Sub-Saharan Africa","2010-2015","Medium","92.798"
"Sub-Saharan Africa","2005-2010","Medium","114.571"
"Sub-Saharan Africa","2000-2005","Medium","141.905"
"Sub-Saharan Africa","1995-2000","Medium","166.565"
"Sub-Saharan Africa","1990-1995","Medium","182.903"
"Sub-Saharan Africa","1985-1990","Medium","186.078"
"Sub-Saharan Africa","1980-1985","Medium","195.245"
"Sub-Saharan Africa","1975-1980","Medium","209.131"
"Sub-Saharan Africa","1970-1975","Medium","226.591"
"Sub-Saharan Africa","1965-1970","Medium","245.126"
"Sub-Saharan Africa","1960-1965","Medium","263.367"
"Sub-Saharan Africa","1955-1960","Medium","285.71"
"Sub-Saharan Africa","1950-1955","Medium","308.779"
"Sudan","2095-2100","Medium","11.205"
"Sudan","2090-2095","Medium","12.321"
"Sudan","2085-2090","Medium","13.539"
"Sudan","2080-2085","Medium","14.889"
"Sudan","2075-2080","Medium","16.409"
"Sudan","2070-2075","Medium","18.186"
"Sudan","2065-2070","Medium","20.12"
"Sudan","2060-2065","Medium","22.284"
"Sudan","2055-2060","Medium","24.748"
"Sudan","2050-2055","Medium","27.54"
"Sudan","2045-2050","Medium","30.841"
"Sudan","2040-2045","Medium","34.65"
"Sudan","2035-2040","Medium","39.223"
"Sudan","2030-2035","Medium","44.398"
"Sudan","2025-2030","Medium","50.253"
"Sudan","2020-2025","Medium","56.845"
"Sudan","2015-2020","Medium","63.961"
"Sudan","2010-2015","Medium","71.631"
"Sudan","2005-2010","Medium","82.258"
"Sudan","2000-2005","Medium","96.946"
"Sudan","1995-2000","Medium","112.786"
"Sudan","1990-1995","Medium","129.666"
"Sudan","1985-1990","Medium","137.181"
"Sudan","1980-1985","Medium","142.453"
"Sudan","1975-1980","Medium","146.007"
"Sudan","1970-1975","Medium","153.575"
"Sudan","1965-1970","Medium","167.84"
"Sudan","1960-1965","Medium","185.086"
"Sudan","1955-1960","Medium","204.424"
"Sudan","1950-1955","Medium","227.393"
"Suriname","2095-2100","Medium","5.198"
"Suriname","2090-2095","Medium","5.483"
"Suriname","2085-2090","Medium","5.796"
"Suriname","2080-2085","Medium","6.133"
"Suriname","2075-2080","Medium","6.532"
"Suriname","2070-2075","Medium","6.972"
"Suriname","2065-2070","Medium","7.471"
"Suriname","2060-2065","Medium","8.083"
"Suriname","2055-2060","Medium","8.801"
"Suriname","2050-2055","Medium","9.553"
"Suriname","2045-2050","Medium","10.458"
"Suriname","2040-2045","Medium","11.464"
"Suriname","2035-2040","Medium","12.622"
"Suriname","2030-2035","Medium","13.962"
"Suriname","2025-2030","Medium","15.463"
"Suriname","2020-2025","Medium","17.257"
"Suriname","2015-2020","Medium","19.564"
"Suriname","2010-2015","Medium","22.666"
"Suriname","2005-2010","Medium","26.671"
"Suriname","2000-2005","Medium","31.665"
"Suriname","1995-2000","Medium","37.551"
"Suriname","1990-1995","Medium","44.252"
"Suriname","1985-1990","Medium","50.894"
"Suriname","1980-1985","Medium","57.022"
"Suriname","1975-1980","Medium","63.496"
"Suriname","1970-1975","Medium","70.118"
"Suriname","1965-1970","Medium","76.735"
"Suriname","1960-1965","Medium","83.151"
"Suriname","1955-1960","Medium","98.492"
"Suriname","1950-1955","Medium","114.364"
"Sustainable Development Goal (SDG) regions","2095-2100","Medium",""
"Sustainable Development Goal (SDG) regions","2090-2095","Medium",""
"Sustainable Development Goal (SDG) regions","2085-2090","Medium",""
"Sustainable Development Goal (SDG) regions","2080-2085","Medium",""
"Sustainable Development Goal (SDG) regions","2075-2080","Medium",""
"Sustainable Development Goal (SDG) regions","2070-2075","Medium",""
"Sustainable Development Goal (SDG) regions","2065-2070","Medium",""
"Sustainable Development Goal (SDG) regions","2060-2065","Medium",""
"Sustainable Development Goal (SDG) regions","2055-2060","Medium",""
"Sustainable Development Goal (SDG) regions","2050-2055","Medium",""
"Sustainable Development Goal (SDG) regions","2045-2050","Medium",""
"Sustainable Development Goal (SDG) regions","2040-2045","Medium",""
"Sustainable Development Goal (SDG) regions","2035-2040","Medium",""
"Sustainable Development Goal (SDG) regions","2030-2035","Medium",""
"Sustainable Development Goal (SDG) regions","2025-2030","Medium",""
"Sustainable Development Goal (SDG) regions","2020-2025","Medium",""
"Sustainable Development Goal (SDG) regions","2015-2020","Medium",""
"Sustainable Development Goal (SDG) regions","2010-2015","Medium",""
"Sustainable Development Goal (SDG) regions","2005-2010","Medium",""
"Sustainable Development Goal (SDG) regions","2000-2005","Medium",""
"Sustainable Development Goal (SDG) regions","1995-2000","Medium",""
"Sustainable Development Goal (SDG) regions","1990-1995","Medium",""
"Sustainable Development Goal (SDG) regions","1985-1990","Medium",""
"Sustainable Development Goal (SDG) regions","1980-1985","Medium",""
